topic,thread_id,comment_id,reply_to,comment_level,comment,argumentation,constructiveness,positive_stance,negative_stance,target_person,target_group,stereotype,sarcasm,mockery,insult,improper_language,aggressiveness,intolerance,toxicity,toxicity_level
CR,4_156,4_247,4_247,1,Llevo más de veinte años en éste país y he cumplido con todas las 3xigencias que me obligó la ley de extranjería para obtener la ciudadanía. Se me ha exigido un certificado de antecedentes penales de mi país de origen apostillado por la Haya y el respectivo viaje a Argentina para tramitarlo. Se me ha pedido xhibir la titulación de los estudios cursados. He invertido en tiempo y paciencia para obtener la legalidad requerida. He dado a España un hijo educado en valores culturales y religiosos que guarda España. Nunca he sentido racismo porque he respetado cada uno de esos valores. No es justo que algunos se nos haya exigido tanto y a otros tan poco.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,4_156,4_248,4_247,2,Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
CR,4_157,4_249,4_249,1,"La verdad es que no me explico que una persona a la que han podido extrangular y perder la vida por un telefono movil todavia se apiade tanto de quien por poco le ha podido provocar la muerte, dice que los pobrecitos ""están metidos en un centro como cabras"" sera ese el problema verdad, pues que curioso que viviran tan mal que lo que es voluntariamente ninguno quiere volver a su país, creo que no nos equivocamos si ademas con las ayudas que reciben y la impunidad con la que delinquen libremente, inviten a mas amigos a venir a España, el dueño del centro encantado por que ya tiene una cama mas llena con la que seguir cobrando el sueldo. Tampoco hace falta aclarar que no eres racista, a la chusma se le puede llamar chusma cuando se demuestra no importa el color de piel que tenga, la mala gente es mala gente.",1,0,0,1,0,1,1,0,0,1,1,0,0,1,1
CR,4_157,4_250,4_249,2,"Yo se lo voy a explicar, amigo. Es tanto el bombardeo jiliprogre que existe a todos los niveles que las propias víctimas acaban sintiéndose culpables. O esto o es que somos una sociedad tan DECADENTE Y ENFERMA que ya no tenemos remedio.",0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
CR,4_157,4_251,4_250,2,Es lo segundo. Somos una sociedad tan decadente y enferma que ya no tenemos remedio ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,4_157,4_252,4_249,2,¿ Me pregunto si esta victima pensará lo mismo el día que estos individuos agredan sexualmente a su hija o nieta ?. Supongo que como es tan buena comprenderá la violencia de estas personas.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
CR,4_158,4_253,4_253,1,"Valla, a juzgar por la misericordia de la victima lo mismo la pobre mujer piensa que la solucion pasaba por comprarles un piso y darles un trabajo como el suyo, seguramente... Mejor los devolvemos a su país de origen, los fichamos como delincuentes prohibiéndoles la entrada para siempre y cerramos el chiringo donde viven pagado con impuestos de todos que solo sirve para importar criminales comunes y vivir del la subvenciona por el ""cargo que tiene de ellos""",1,0,0,0,1,1,1,1,0,0,0,0,1,1,2
CR,4_158,4_254,4_253,2,"Y si conseguimos la responsabilidad del político o del funcionario que lo aceptó, ese día tendremos muchos menos de esos delincuentes ilegales en nuestro país.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,4_159,4_255,4_255,1,"Pues sí, es racismo lo que hay, y qué? A los buenistas, si, es racismo. Lo que sufre esta gente por tener a la banda criminal MENA, no sólo en el Batán sino en mucho otros sitios, no lo denuncian los buenistas, que por otra parte, los podían meter en sus casas. Y si, que se vayan a sus países, a que los cuiden sus gobiernos. ¿Es esto racismo? Pues si lo es, me parece perfecto",0,0,0,1,0,1,1,0,0,0,0,0,1,1,2
CR,4_160,4_256,4_256,1,¡¡¡Qué asco de gentuza!!!,0,0,0,1,0,1,0,0,0,1,1,0,0,1,2
SO,5_000,5_001,5_001,1,Que lo tóxico de verdad son las patrañas del feminismo que propaga este diario,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_001,5_003,5_003,1,Yo creo que a este tipo de mujeres tan vulnerables se les tenía que prohibir las relaciones de pareja. Me parece la mejor forma de protegerlas. Son víctimas existenciales,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SO,5_002,5_004,5_004,1,"Porque son mujeres violentas víctimas de su propia violencia. Por eso y no por las patrañas que te inventas, Isabel.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
SO,5_003,5_005,5_005,1,Son mujeres qué no valen la pena y van de listas,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
SO,5_004,5_006,5_006,1,Necesitamos más subvenciones,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_005,5_007,5_007,1,"47 feminicidios el año pasado, asesinadas por ser mujeres, por tener el cromosoma XX, hay que acabar con esta lacra que acaba al año con el 0.0002 de las mujeres españolas",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SO,5_006,5_008,5_008,1,"A mi, mientras se continúe invisibilizando y dando la espalda a brechas y discriminaciones masculinas como la menor esperanza de vida (la madre de todas las brechas), la realización de los trabajos más duros y peligrosos, la desigualdad ente la ley,... y no se aplique la perspectiva de género (sí, los hombres también tenemos género) y planes específicos a fenómenos que afectan en mucha mayor medida a los hombres como el fracaso escolar, el suicidio, la indigencia, etc... el feminismo no me representa.",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SO,5_007,5_009,5_009,1,Lo más tóxico son ellas....,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
SO,5_008,5_010,5_010,1,"¿Te ponen los malotes cariño? Pues ya sabes, luego no des la lata",0,0,0,0,0,1,1,1,1,0,0,0,0,1,2
SO,5_009,5_013,5_013,1,"Pues si hay una mujer que encadena repetidas denuncias por maltrato contra diferentes hombres, lo que hay que plantearse es que son denuncias falsas.",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
SO,5_010,5_014,5_014,1,O es algo genetico o falta de autoestima y en esto tambien hay muchos hombres que son humillados por sus parejas.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_010,5_016,5_014,2,Es tener un carácter dependiente.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_011,5_017,5_017,1,"Ahora la culpa es del amor ""romántico""... De la mujer nunca! Y eso que solo busca maltratadores!.",0,0,0,1,0,1,1,1,0,0,0,0,0,1,2
SO,5_012,5_018,5_018,1,"Otro artículo feminista más, sumado a las 3 veces al día por cada telediario que uno lo ve por TV; bien relacionado con otros artículos que recuerdan que científicamente está demostrada la promiscuidad humana, y temas similares por el estilo. Conclusión: cuidado con las relaciones estables con los varones...",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_013,5_019,5_019,1,"Expertas en violencia de género, me caigo de la risa de pura cataplexia. No hay que ser muy listo para saber que a algunas les van los machotes agresivos, lo llevan en los genes",0,0,0,1,0,1,1,0,1,0,0,0,0,1,2
SO,5_011,5_020,5_017,2,"Tal vez la cosa fuera mejor para la mujer si no se obsesionaran tanto en que toda relación sexual tiene que ir acompañada de romanticismo. El romanticismo muchas veces crea dependencias de unas personas bajo otras. A veces es mejor decir que ""se ha tenido un ligue o un rollo"" y ya está. Y si no se está seguro o segura de querer tenerlo, que no se tenga",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SO,5_014,5_022,5_022,1,"Tenemos como ejemplo Juego de tronos y el ""escandalo"" de poner a la madre de dragones como loca de ""repente""... era un personaje que estaba loco desde el principio y le vendieron como feminista después del ""no es no"" a Drogo, ese ""no es no"" al final fue un sí y Drogo nunca dejó de ser un personaje machista, violento, un asesino y un violador. Los guionistas nunca pintaron esa relación como ideal, no lo era, en cambio millones de mujeres vieron en Danny un personaje feminista y en Drogo el hombre perfecto. Tenemos el caso de La manada, antes de ser juzgados cientos de miles de mujeres salieron a la calle con el ""yo si te creo"" y millones apoyaron a la víctima en las redes, ante una acusación de violación a Cristiano Ronaldo millones de mujeres en el mundo acusaron de mentir a la víctima ¿donde quedó el yo si te creo?. El amor es querer lo mejor para una persona, quizás el problema es que muchos se piensan que son lo mejor y por tanto siempre eligen lo mejor.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_004,5_023,5_006,2,"Mira, en esto estoy de acuerdo contigo. Hay que dotar de presupuesto para tener más casas de acogida, personal de seguridad para las que están en riesgo de vida y más psicólogos para que no vuelvan con el mismo tipo de hombre una y otra vez.",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
SO,5_015,5_024,5_024,1," La violencia es, según ambas expertas, sutil y silenciosa... O brusca, basta y ruidosa, que es generalmente la más peligrosa, como las guerras por ej. Que la soledad equivale a la soltería y que lo fundamental es tener pareja y formar una familia, la soledad equivale a soltería o divorcio o viudez, si no es que estas casada...y en una sociedad formar una pareja debería estar en lo más alto de nuestra lista de prioridades. como especie, aun por delante de nuestro desarrollo personal como hombres o mujeres. Y gays también, adoptando niños. No veo qué tiene que ver con la violencia.  ""Que te diga cómo tienes que vestir o maquillarte, que se impongan horarios o limitaciones a la hora de relacionarte con tus amigos...celos o coartar las aficiones y los placeres individuales... Todo eso, desterrado"". Pues mira, si sales vestida de menos, con tus amigos a disfrutar de tus placeres individuales...no cuentes conmigo para respetarte tus gustos, que el respeto es mutuo y seguramente si me voy por ahí serías la primera en quejarte, te destierro yo antes...",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_016,5_025,5_025,1,"ESTÁIS PERDIENDO EL JUICIO. Es definitivo. Este artículo no es para ayudar a víctimas es para dar claves de conducta y que las vayamos entendiendo. Las políticas afectivas y las penalizaciones llevan camino de acabar en un nuevo orden de corte judeo-cristiano y moralista de carácter represor. Así lo expresa: ""No estamos preparados para entender que el amor no eso visceral y pasional. Es más racional, es más una persecución de objetivos, de diálogo, de compañía. Y habría que empezar a prepararse"". Será según que la pareja o matrimonio ¿PERO DESDE CUANDO EL AMOR NO PUEDE SER VISCERAL Y PASIONAL? Peor, desde cuando compartir el amor o el sexo visceral y pasional son sinónimo de dar con un MALTRATADOR? Y este es el futuro. El mundo feliz de la casa decorada y la ninguna aventura vital. Ahora ya sabemos que solo podemos amar a los que nos convienen. Las feministas os habéis convertido en las esbirras asalariadas del sistema.",1,0,0,1,0,1,1,0,0,1,0,0,1,1,2
SO,5_004,5_026,5_023,2,"Pero si contemplan que sigan con él. Eso dice: ""Si se sigue conviviendo con el agresor, la experta recomienda varios. "" Ya me dirás..",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_017,5_028,5_028,1,"Hay un perfil de mujer que le gusta el machito agresivo, ni más ni menos, no hay muchas vueltas que darle, ellas se lo guisan y ellas se lo comen",0,0,0,0,0,0,1,0,1,0,0,0,0,1,2
SO,5_018,5_029,5_029,1,"Me genera bastante impotencia que siempre nos pongan a las mujeres como marionetas sin capacidad volitiva. Parece que nunca tomamos ningún tipo de decision y que son siempre circunstancias externas las que realmente explican nuestra conducta y decisiones. Es un parternalismo que ya me está hartando. Aquí entre otras muchas cosas, dan a entender que las mujeres no nos enteramos de nada y sibilinamente sugiere que además TODOS (es muy fuerte...) los hombres son potenciales maltratadores.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_019,5_031,5_031,1,Raca raca de la monserga de género para mayor gloria -y subvención - del lobby mujerista que desprecia y criminaliza a los hombres. Disfruten lo votado.,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2
SO,5_005,5_032,5_007,2,"Muchas de ellas por tener el cromosoma XX no, sino por desposeer durante el proceso de divorcio al hombre que una vez fue su pareja y es padre de sus hijos de,primero, sus hijos y, después, de todo lo que tiene y de prácticamente todo de lo que tendrá.",1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
SO,5_020,5_033,5_033,1,"El machismo es un peligro para las mujeres, para nuestra sociedad y para nuestra democracia.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_021,5_034,5_034,1,"Curioso que Alabama prohiba el aborto y tenga en vigor la pena de muerte!! Realmente curioso que las ideologías que prohíben el aborto sean partidarias de la pena de muerta; y las que están contra la pena de muerte , estén a favor del aborto!!!Curioso.....!!!",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_017,5_035,5_028,2,"Vamos a ver, QUE NO ES VERDAD. Que no es verdad que los hombres maltratadores de mujeres responden a ese determinado perfil. Pero si hay una manta de pusilánimes que para qué.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_004,5_037,5_026,2,"Para nada. El problema es que las víctimas normalmente vuelven con él. Lo típico de : Perdona, no volverá ocurir, te quiero mucho....",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SO,5_017,5_038,5_035,2,"Caso Marta del Castillo. Fin de la cita. Y por si hacen falta más señas, estoy felizmente casado con una mujer estupenda, no tengo ningún tipo de rencor, sólo digo lo que he observado a lo largo de mi vida",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_022,5_039,5_039,1,Mi amor le cambiará no es amor romántico. Es lo que tiene sentirse una diosa. Hacéoslo mirar.,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
SO,5_021,5_040,5_034,2,Tienes razón. ¿Qué tiene que ver con el artículo? Yo estoy a favor del aborto y contra la pena de muerte. Y contra toda esta banda de mujeres subsidiadas emitiendo discursos del nuevo orden.,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
SO,5_021,5_041,5_034,2,"Qué tiene de curioso? Protege la vida del inocente y condena al culpable. ¿De qué tiene la culpa un feto? Aparte de fastidiarle los planes a la imprudente mujer, claro...",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SO,5_014,5_042,5_022,2,"Los indicios para detectar el maltrato dejan a millones de mujeres como maltratadoras. Yo tengo bastantes ex y he tenido muchísimas amigas, todas tienen esos defectos, eso no las hace maltratadoras, en cambio más de una conocida si ha maltratado a su pareja psicologicamente. El amor dependiente se produce más en el hombre que en la mujer, el hombre no liga cuando quiere, necesita un ""sí""... en cambio el amor dependiente de la mujer de la que hablan pertenece a otra epoca u otras culturas, donde la mujer no tiene capacidad de elección. No hay que ""estereotipar"" el maltrato, yo he sido víctima de él en el colegio toda mi vida e incluso por la calle, nunca hay justificación para ello, simplemente es gente que se cree por encima de los demás... el maltratador machista piensa que está por encima de la mujer, pero también del hombre, esa necesidad de los ""profesionales"" de fingir que eso no es así es bastante preocupante.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_017,5_043,5_038,2,Yo también estoy felizmente casada con un hombre estupendo...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_044,5_044,1,"El machismo es agotador. Debemos aplicar reglas estrictas a quienes cometen actos violentos, como la castración biológica.",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
SO,5_017,5_045,5_038,2,He tenido amores diversos. Algunos lo reconozco no eran angélitos. PERO NINGUNO UN MALTRATADOR.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_048,5_044,2,"El machismo no es agotador. Lo que es agotador es que desde todos los medios se venda al hombre como un ser violento y despreciable, y esto no es así",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_024,5_049,5_049,1,"¡Qué amor romántico ni qué roles! Hay mujeres que les van los hombres posesivos, celosos y agresivos. Y punto",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SO,5_023,5_050,5_044,2,"¿Cómo se castra a la mujer machista, por curiosidad?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_025,5_051,5_051,1,"¿Mujeres que encadenan relaciones con maltratadores? ¿Cuantos hombres sobre el total de la población son maltratadores? ¿Es que son como aquel que le tocaba siempre la lotería? ¿O es que hay ciertos ""ambientes"" donde la probabilidad es mayor? ¿el maltratador nace o se hace? ¿Este artículo pareciendo ser feminista en realidad culpabiliza a las victimas?",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_026,5_052,5_052,1,"La estrategia de muchas mujeres es hacer saltar a su pareja para obtener una posición de superioridad moral y algo con lo que manipularle, algo que echarle en cara. Resulta natural que alguna de dichas provocaciones acabe en drama.",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
SO,5_027,5_054,5_054,1,"La vida me ha enseñada que a la gente le enerba, que pasión, visceras, vida y producción común salgán a delante. LO ODIAN. Odian que salga bien. Especialmente, un perfil de mujer, que no todas, y ni siquiera todas eran antes feministas. Pero eso sí, desde hace tres años TODAS las mujeres con ese perfil se han hecho feministas.",1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
SO,5_017,5_055,5_045,2,¿Cómo se puede poner negativo a decir que mis amores NO HAN SIDO MALTRATADORES? es asombroso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_028,5_057,5_057,1,"Según las expertas en no se sabe qué, 3.7 12 millones de mujeres (tres mil setecientos millones) necesitan la tutela de las expertas en no se sabe qué.",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
SO,5_029,5_059,5_059,1,La inteligencia tiene bastante que ver con la toma de decisiones.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_021,5_060,5_034,2,"No es tan curioso, tiene su razón de ser, y aviso, yo no estoy a favor de la pena de muerte, pero no es comparable con un aborto, en un aborto se acaba con la vida de un inocente y la pena de muerte se aplica a delitos de sangre, a culpables de asesinato",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_061,5_050,2,Se castra a los hombres..,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_030,5_062,5_062,1,"Según este artículo, cualquier pasión es susceptible de acabar en maltrato y sólo puedes amar a quién te conviene. ""No estamos preparados para entender que el amor no eso visceral y pasional. Es más racional, es más una persecución de objetivos, de diálogo, de compañía. Y habría que empezar a prepararse"" (sic). Así mismo los hombres que tegan como objetivo tener un hijo, dejarán inmediatamente a cualquier mujer con problemas de esterilidad. Amén. (En serio, Estáis-perdiendo-el-juicio)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_031,5_063,5_063,1,Tiene razón...Gracias.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_064,5_061,2,Pero eso no va a acabar con el machismo. Habrá que hacer algo con las mujeres machistas o con las mujeres que adoran a los machistas y exigen comportamientos machistas.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_065,5_064,2,"Me gustan los hombres viriles, no soporto a los hombres femininos. Hay muchos en Europa. Esto no quiere decir que me gusten las personas violentas. Los violentos deben ser esterilizados.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SO,5_032,5_067,5_067,1,"Me parece que es bastante fácil de entender y no comprendo por qué cuesta tanto. Todos-as esos-as que aseguran que dejarse maltratar es d)e tontas o masoquistas (salvo que lo aseguren sin creerlo, lo que algunas hacen con mucho talento dramático por no confesar que están pasando por lo mismo) no tienen ni idea de lo que pasa a su mismísimo alrededor. Si miramos dentro de nuestras familias, ¿cuántas ofensas, insultos, indirectas groseras, si no hablamos ya de tortazos, que no son sino una exacerbación de lo anterior, no vemos porque no queremos o porque nos parece normal? No digo en todas, pero si no e en la familia es en el trabajo, y si no entre las amistades y si no en el vecindario o en la panadería. No hagamos que no entendemos. O a ver si creemos que justo nosotros mismos somos ""tan normales"". O a ver si no nos damos cuenta de que a los demás no les encaja alguna de nuestras actitudes o conductas. Por favor....nadie se puede meter en la cabeza de los demás para juzgarlos-as. No podemos dejar a otras personas a merced de su propio desprecio porque creemos que sabríamos manejar mejor su situación.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_016,5_068,5_025,2,"Así es...quieren acabar con la libertad individual , que conlleva el equivocarse, por un supuesto mundo feliz donde todos seremos productos sacados de una cadena de producción, todos iguales...y para que parezca que tendremos elección...podremos ser trans, cis, ...demás géneros que se inventen. Vamos....muchos envoltorios distintos y atractivos para envolver una y otra vez el mismo producto...una libertad de parque de,atracciones, emociones controladas sin riesgo a cambio de la verdadera aventura",1,0,0,1,0,1,0,1,1,0,0,0,0,1,1
SO,5_023,5_070,5_064,2,"Ya ve que no. La exigencia es ninguna. Todo está bien hasta que ella diga lo contrario, o incluso nada. La mujer es un ser equiparado a un niño pequeño que no marca el más mínimo territorio, no dice nada, no marca la más mínima pauta y cuando considera, denuncia.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
SO,5_033,5_072,5_072,1,Esa me la sé. Porque buscan un machote dominante promiscuo y quieren convertirlo en Bambi y sólo para ellas. No es tan difícil al principio de la relación ver por dónde van los tiros y más si has salido trasquilada.,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
SO,5_034,5_073,5_073,1,Matizo; hay cosas denunciables y deben serlo.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_074,5_065,2,Y las violentas.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_075,5_074,2,"Las violentas pueden ser reeducadas, pero primero debemos proveer a los hombres que cometen agresiones sexuales. Los depredadores de nuestra sociedad. Personas que han perdido religión, cabeza y corazón.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_035,5_077,5_077,1,El estado no puede dedicarse a proteger a la gente que no se protege a sí misma. La primera responsable en no ser maltratada es la victima. Mujeres con comportamientos masoquistas que siempre van detrás de tíos que les dan mala vida explican mas del 50% de la violencia de género en este país.,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
SO,5_023,5_078,5_075,2,"Si esterilizamos a los hombres, esterilizamos a las mujeres.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_032,5_079,5_067,2,"Mire, ofensas, insultos, indirectas groseras y ese tipo de formas, en principio las puede combatir cualquier mujer. O no, pero de la misma forma que muchos hombres tampoco pueden frente a un perfil de carácter más fuerte. Sólo el uso de la violencia física está desequilibrada entre hombre y mujer y puede exigir establecer un orden. Nada más. Como en el resto de Europa donde no hay ley expresa para esto. Basta de vulnerabilidad como bandera.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_080,5_078,2,"Ninguna mujer porque no tienen testosterona, y pueden ser reeducada por otras cosas. Las mujeres no realizan agresiones sexuales. Es una prerrogativa de los hombres.",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SO,5_036,5_081,5_081,1,Que narices pinta la religión aquí? Sabes cuantos maltratadores de mujeres y asesinas han sido de misa y comunión diaria? Los curas pederastas también sacan sus patrones morales de la religión?,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SO,5_037,5_082,5_082,1,"Y los tipos que dominan, castigan, maltratan, también repiten su conducta. Su actitud es permanente, pero solo son capaces de comportarse como bestias con aquellas mujeres a las que ven vulnerables. Y donde ponen el ojo ponen la bala, porque para ellos es una humillación no ser capaces de humillar, fallar en su autoconstrucción de superhombre aunque sea un mindundi. De hecho, muchos mindundis solo son capaces de crecerse haciendo daño, confundiéndolo con ser fuerte. Y luego están todos los opinadores que, en este mismo periódico, siguen escupiendo majaderías y simulando creer (no me creo que lo crean) que las mujeres son todas unas tramposas que se hacen las víctimas que se aprovechan presentando denuncias falsas y blablabla...porque o no están en la tierra o son unos hipócritas. A ver por cada mujer que presenta una denuncia falsa cuántas hay que nunca presentan ninguna, ni verdadera. Yo creo que la mayoría. El otro día leía que las mujeres con más estudios son las que menos denuncian, pero solo vi el titular. Yo solo sé que a mayor estatus más vergüenza da ""parecer tonta"" (o ""dejarse humillar"").",1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
SO,5_038,5_083,5_083,1,"El problema del feminismo es que, teniendo cosas buenas, no se conforma con intentar que la sociedad las asimile...sino que pretende imponerlas, y eso conlleva coartar la libertad",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SO,5_032,5_084,5_067,2,No podemos dejar a otras personas a merced de su propio desprecio. Eso es una forma de solidaridad que yo misma he tenido en un caso. Lo que suelen complicarnos mucho explicar es que asistir esos casos haciendo SOBRE APRECIO de ese AUTO DESPRECIO es totalmente negativo.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_085,5_080,2,"Pues para no tener testosterona matan que da gusto, por ejemplo, a sus propios hijos más que los hombres. Y violan. Ya lo creo que violan. Por ejemplo, a otras mujeres. Y abusan de menores. Esterilización YA.",0,0,0,1,0,1,1,0,0,0,0,1,1,1,3
SO,5_023,5_086,5_080,2,Mujeres que violan a hombres. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_037,5_087,5_082,2,"Hay gente con actitudes negativas, hombres y mujeres, lo que se critica es que el feminismo sólo ve la de los hombres...es más...a veces no son delito esas actitudes...sólo que no les parecen bien y las condenan",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SO,5_023,5_088,5_086,2,Esto es ficción. Me imagino libros imaginativos.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_037,5_089,5_082,2,"Me gusta esta observación: ""su autoconstrucción de superhombre aunque sea un mindundi"" la comparto. A ver si desde su escrito, y no desde mis opiniones más críticas con esta cuarta y masiva ola feminista lo entienden: NO, no tiene porque ser el maltratador el perfil 'machito' 'chulito' que dicen.",1,0,1,0,0,0,0,0,0,0,0,0,0,1,2
SO,5_039,5_090,5_090,1,Si te engañan una vez el responsable será quien te ha engañado.Si te engañan una segunda vez con el mismo tema la responsabilidad será tuya.No te digo nada si te engañan una tercera...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_023,5_091,5_088,2,"Como usted, muchos vieron ficción en la Manada, sí.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
SO,5_037,5_092,5_082,2,"Lo leí. Muchas de esas mujeres con más estudios estaban trabajando con estos temas. Siento mucho tener que decir que a pesar de 'tener más estudios' reglados, algo ha fallado en otras partidas educativas para ese umbral de tolerancia. Y me temo, que si son universitarias, el sistema 'heteropatriarcal', no ha sido. A mirar para dentro toca.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_040,5_093,5_093,1,"La razón de porqué las mujeres se encadenan relaciones tóxicas lo explica Woody Allen en una película de Boris Grushenko. Actuando de soldado refiere que: “en tiempos de guerra solo podría ser prisionero”, es el perfil deL inepto para un conflicto armado que cuando le preguntan si es el joven cobarde del que todo el mundo habla, refiere que no es tan joven.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SO,5_038,5_094,5_083,2,El problema del feminismo de cuarta ola es que se le ha ido la olla y para conseguir adscribir en España de repente a millones y millones a hecho un constructo social enemigo del hombre. Nos pasa mucho en España....,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
SO,5_023,5_095,5_099,2,Estoy intentando mandarle referencias de mujeres que violan a mujeres pero el consejo censor parece no verlo con buenos ojos...,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
SO,5_023,5_096,5_091,2,Yo en la manada no vi ficcion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SO,5_041,5_098,5_098,1,"Encadenan relaciones tóxicas porque tienen perfil de maltratadas, poca seguridad en sí mismas, pocas iniciativas para buscar medidas y solucionar el asunto, débiles de carácter y demasiado cohibidas. Por otro lado muchos hombres también son proclives a acumular relaciones tóxicas basadas en el maltrato psicológico que de mayor abundamiento ejerce la mujer sobre el hombre y del que poco se habla, esto, junto a unas leyes discriminatorias en caso de divorcio contra el hombre, que le llegan a quitar casi todos sus bienes, parte de la nómina y le privan de poder educar y casi ver a sus hijos, hacen que la situación del hombre en España sea desesperada, y su actitud de intentar formar una familia sea por lo demás irresponsable además de con amplias posibilidades de fracasar - hasta un 50%- abocándolo a veces a un comportamiento violento o al suicidio.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SO,5_023,5_099,5_096,2,Ah ¿Pero han visto algo?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
